Do you have a mobile device with Internet connection?,Do you use the mobile device for your studies?,What type of mobile device do you own?,Gender,How often do you use the mobile device for your studies?,Do you use mobile learning for college studies or self-study?,"If you use mobile learning for college preparation, what is the main reason? (Select all that apply)",Where do you typically use your mobile device for your studies? (Select all that apply),What do you consider as negative features of mobile devices? (Select all that apply),I find mobile learning resources helpful for my studies.,I feel comfortable using mobile devices for educational purposes.,I believe mobile learning enhances my learning experience.,I prefer mobile learning over traditional classroom methods.,I encounter technical difficulties while using mobile learning platforms.,Applications,LMS courses,Other (please specify),Web pages
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0111438687833338,-0.4822325073740319,1.6347144740539759,1.1946896571431682
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.036861034078269,0.7117516213577375,0.206399548602586,-0.13606073648678163
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3403348289013598,0.5393996022832659,1.3556260083993912,-2.6938949075726097
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.05160966911164114,-0.4222747860927393,2.527646795825337,-1.6757577867250812
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.959621170648378,0.04015761448593478,-2.2274780971792127,-0.25539000695974623
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.1761324365318109,0.6821349019949784,-0.29820657974059667,-0.7686184874161742
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.4027784175202536,0.4803938196087346,-0.43580730987776406,-0.6153687207139916
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.28743419984854374,-1.594252407247926,-1.4067195116832987,-0.09691988643655852
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.46681853596697676,0.8645853737688166,-0.8353517020789588,-1.2440152558245092
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.011882904591279863,0.6012985998418747,-1.5546287439620687,0.740537970651602
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.24917274656580837,-0.8638465979275404,-0.017534790197151984,-0.1092102910324562
0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.042773609489206894,-0.7889980773627513,0.43172829537641755,0.7477092987213325
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.044937276565487606,0.6285660954613735,1.7848751359130002,0.4850115640808376
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6639138624938251,-1.2938215248615001,1.4855904539939166,1.0062913820522121
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.3978544963940376,-0.5476094717555948,0.13619061488023726,0.29616373124233886
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0349687458393406,-1.0447307648570823,-1.074108252230801,-0.8936681947252706
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.12985590621648502,0.9176827035907356,-2.122968951136162,-0.9293905028946662
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0770411644650155,0.8655455276567391,-1.8945343723428716,0.9163376282746739
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4503453607894543,-1.0083804808862338,0.5728934342713816,-0.354827878369876
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.554806694172043,-0.8459498997946563,1.2917982043594332,0.9142831176871244
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6382076181919744,-0.6594021331032192,0.8192127462219846,0.012508535708491683
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08261851879290177,-1.133442141093278,0.5584245126199765,0.8851567403999884
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01196510504921605,0.6771931682434282,1.5558901437975743,-0.5000190993331706
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.7070523901951031,-0.7972237623841351,2.3570485162862638,1.3271741167131714
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-0.8330487142961351,0.8327649929825208,1.7508867771565986,-0.6370379174137538
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19678648486145967,0.06725484359841587,0.5553082735808528,-1.227083747071381
0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46444951122851347,-0.6744127373730849,-1.5158228459012462,-0.34585982263815596
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1975328216284342,-0.38715394428553,1.455052824039617,-0.16214733606313544
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.8992280230923615,0.22865233101170085,-0.28324761319553104,-0.6951616560232032
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.17536927251764772,-0.568357073149017,-1.1928083689998734,0.358804069617615
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9865862037901044,-0.1719016550802325,-0.8619992568079151,-0.17162219653569946
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.9004370026300043,0.24874177019055846,0.30642254557267656,-0.6165762516610004
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1621902930815715,-2.3350850838460984,0.5583019037010671,-0.5415120234278094
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5748334155493177,0.4411972180151838,0.938797101087414,0.5048786410076046
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9222230574924045,0.2779721678339063,0.20989204337483505,-1.6011198592248839
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0292929088711837,0.7365067293478879,-0.03705893956542024,-0.5878216975518871
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3604868615089488,0.12584324881897568,0.4699199259007287,-0.18064723737023491
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.6236691626411309,-0.33278610067620945,0.3442891470333805,-0.581236204109723
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7159583706506238,-2.949901329195851,-0.6560041380736237,-2.0284961202202427
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.06767302732553665,-0.17251053477845107,0.2291269513454972,-0.16864556798782254
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5080597001780717,0.7308169906026233,-0.45049601920273163,0.2832394080416475
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5335508855914226,0.16690384926202578,0.0590083427952365,-1.09200902588246
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.38167575899193457,-1.267805107158904,-0.8357636564605776,0.4101677897769553
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.4072593632128514,-0.9128228659230003,-1.5010817491229453,1.0314412141779346
0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.8832856547922379,-0.3683952740693314,0.9075844734106148,-1.558829414135782
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.01992795807016191,0.0499084603734575,-0.4750207128166948,0.10544187958549106
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3954899357814318,-1.8734073200515942,-1.2014372962348079,0.2979684086195898
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6036180304263387,0.19058149479581346,0.6022644549519504,-0.9124208562622725
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.474009613471169,-1.2634992550913609,-0.9019770001513889,0.4314529668456708
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.06732645687936056,0.9733713561092288,0.9609981183705654,2.7893650363441482
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6368519197387057,0.6784385375283186,-0.2269478193447211,-0.44567695758156145
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6703580266600396,0.0224122883483484,0.10389927157951463,0.34756347486782063
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.478846063445592,0.8175816005547235,-0.15501489936433577,-0.6593786589463754
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.31876846536324566,-0.13840814145471445,-1.0811416939876295,1.342421040054384
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.028855218479797613,-1.4215335252953631,-0.073516615081806,-0.12716847937647355
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4149448825732538,-0.01604817737827267,-0.07181577603825273,0.5302092478128324
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5620870293907922,0.18242073930930064,-1.3244971725383603,0.09154116802179882
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.28653678719136777,0.43010288613396597,0.9767194435501135,-2.2045972971047725
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.028721633924093926,0.24282520293094384,-1.2548957266412395,-1.449833186564818
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.7152528446554631,0.08968426109677735,-0.23287013172822277,-1.3316451595665273
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-0.968739016978284,-0.506932620065068,-1.0876559403094375,1.043336547481523
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.6817812421601146,-0.5510784443920563,-1.600698711329605,0.10245034681674305
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5613713189941356,-0.7360510436627623,1.4259885071512481,0.3625180097873459
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.03340458582038551,-0.7948404000401531,-0.7221800189118436,0.57375228668296
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4334972368590623,1.8148029973856796,-1.1122074236031714,-0.08567880603300283
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.4694692123080919,-0.5772146216135897,1.1250508010775808,-0.323694081449168
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.42889246693062955,-0.16769440474668568,-0.4910396833549049,-0.16234820966800043
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9422733278618206,0.1515194536097183,-0.5016754627510684,-0.3903932947882114
0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0903393609963449,0.8882734621748815,1.8689189915861126,1.2610463344517349
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0365649333311695,-0.32034014581860787,-1.0843963947015054,-0.15357667930851138
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.7575205597569792,0.4034756776869745,-0.6081847937634771,0.34309452272178237
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.14328354532992646,1.040597918722894,-0.3424045136737224,0.2696795776565005
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44031741885089465,-0.8266467568381066,-0.9413588585156337,-0.2876206902705354
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14714096167684051,-1.2758370602885871,-0.11615636899237225,0.25533348030121306
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.14467710594559857,-0.14980976353993805,0.1387123499783232,-2.0337167003391365
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.26970147563304936,0.03638671148108536,-0.7091287144624828,0.36805739893681694
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.31512236973546226,-0.22491369214752466,2.3067008428633557,0.6228900497304942
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.3608651327400043,1.179194335407899,0.39711166213953214,-1.6400867446817382
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4640853516226737,1.3925088086684643,0.2487068412878545,0.2158132695696622
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6170055180807126,0.4864679297702516,0.7080971288604345,-0.4485081414125097
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.159497918698713,-0.05545560698426045,-1.4017072699543058,-0.48339250383301485
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0561513841754158,1.0424184181504748,-2.358929052763176,-1.3468783102699546
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.577596944724345,0.8280274854738588,0.44988162036232976,0.17904183249083214
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.18825786935243832,0.23262003139756243,-0.4411253183182004,-1.3436388444461136
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.48994038915278126,0.06874152890811147,-0.12120006010862339,1.5184805298232866
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.8472230480773453,-1.6454327037652123,-0.6883228457218781,1.6617247566606388
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.23122682121528648,0.6189950592742969,-1.2589210682026124,2.0575380754297266
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,-0.16288152473593265,1.7046519698718925,0.31037223137870046,1.1888435782793985
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.36073226700163763,-0.02297653853318665,-0.9749759472625973,0.3453638012658872
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5619175099202722,-0.3635028079513604,-0.315674868438859,0.8575602304470128
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4648785005652322,0.361968246615585,0.5600430414590608,0.6885859603820589
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.256019278447823,-1.8399682868775487,-0.02807208442779896,0.27486649782919054
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6701203444528643,-1.0209904677176578,0.265834359008738,-1.6861804932827114
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7615040942716284,1.9897889336446268,-0.060619381320257355,-0.20520153651254833
0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.39958303162287745,-1.253153246872789,0.20904711495491937,0.03901652699222532
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.4474042724503268,0.3255654346050604,0.8270159185094508,1.5509217100254022
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.2456982711273288,0.3389698636790622,-0.3207568492277345,0.016201790450873547
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6389235787851129,-0.5932199497182458,0.5830823598883663,-0.60918889947258
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6636172040714114,-0.17577596401128973,-0.4090615614378142,0.5584549935569937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5441217508918266,0.02391445672438676,-0.44879858107854026,-2.336173637594642
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-0.3249814866440406,-0.06070553316124452,-0.5746463403423593,0.41331673264475643
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.9160198930672531,-0.8023272117685556,-0.27950892375034014,-0.9070139194686929
0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.4814787120314387,-0.4367238300704034,-0.8011726208059592,-1.5176994771152534
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5498901295933643,1.146688625431169,-0.13747924705291886,-0.718532957619305
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2069668655670436,0.829846833490845,0.6716605712595484,-1.252670513469217
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4853116679368579,-1.0886742974138222,1.888561704706683,0.8385371421649016
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5228254069553998,2.3184010251105605,1.161863577908363,-0.4185490764377051
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8885777503531955,0.1908509617358096,-0.6561723259810821,-0.7167816011862828
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00018114106883616784,-1.0817588392558455,-0.24471783290490898,1.2346301580637027
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4216530331081564,-0.7116523458414152,0.9184568973587918,0.01090735084655001
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.6272545715176168,0.7588176350075675,-0.5075860106550057,-0.23972216134721583
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.08767248036704271,0.9739962488086694,-0.873084572315115,1.0204345704615152
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.3897091456790969,0.3452076374030368,-0.44144472129860857,1.2811053493806064
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7576448935901046,1.4068779305217631,0.3182520826816977,1.149104883608029
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.47287895882912406,0.06744661396129761,0.7883311557648871,-1.2714685577539073
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0314856574451103,-0.7381057224800304,0.8804126254203755,1.1049612680812866
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.2338281792749048,-0.5962864129083361,-0.4631007119219709,-0.46231326350264357
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7278635169516378,1.0845679533900052,0.6893861248681746,0.9863979461031388
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4448796516839032,-1.215540165111814,1.03602971120892,0.6001811655518238
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5059664730985687,-0.09062368855705209,0.7811275074928922,-0.7439924974698259
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4455652656233874,-0.4808055943496752,-0.24685646581341114,-0.08398102638119387
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.19590272732864533,0.16193321607363775,1.3973006152426437,0.38386824085707105
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.6231678193466474,0.07867690256445661,0.044527616192535674,1.0061380803172575
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.42911704952517904,1.0898356397236808,-2.3209554879034022,-1.758180660262589
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8165432635689868,0.47140755498106224,-0.46198337510069404,-0.24235295294948367
0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.7965907473664597,0.3591254514446272,-2.0310900338737428,0.29129949878840755
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1384273885509446,-0.09709546643028098,1.1918847374412416,-0.4516328626753082
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.595848268160687,0.43252074596121803,0.9516612824648047,1.2695097429659483
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.2322422157140076,1.0269394794783675,0.9140700674878935,-1.1348705686524816
0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.06992897590115744,1.1305474307382464,-0.34361298921515493,-0.9099584488050485
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.8375050527920295,-1.1489294846837905,0.2572421227688939,0.25841690945562507
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.5547841158034537,0.06087697617952323,-0.2738787948792406,-0.04810846995953506
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.23596892971531563,-1.3009802859021138,0.909245878399746,-0.5477221227449375
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.7735499147552456,0.0396960433761295,0.08588489765544782,0.14237526094603842
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.422224225667868,1.3329866675523951,-0.10260767972998618,0.10119205247092591
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8966029663734016,1.71998094301449,1.4904112792318838,0.7979586712865547
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8943564993985381,-0.2736525279493944,1.2355396367269778,-0.4453940640022211
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.6707012671102416,0.11783676776014085,0.02148411364183457,-0.2646598407524695
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.4810123077613544,-1.998134718769872,-0.4206269562426684,-0.357583045288444
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.055487013876474894,-0.3282419965341044,-0.758132952494429,1.8124042704720515
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1849778448700079,0.28231740596566124,-0.022424585920608597,1.6600032307196184
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.611170411845627,0.9516817200217207,0.6117796132624086,0.97938549269382
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5887994054673594,1.5676909241499837,1.524111274281363,0.9147871629802543
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0558598211793644,-0.6122330406886429,0.7988284266631978,-0.6734978465764612
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.42697710366047015,0.1912549135492839,1.014907384678667,0.6593297306125128
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4437884021005844,1.1052445488137017,0.9144497393023066,-1.7003501782762116
